trip_days,miles,receipts,expected_output,predicted,residual,cluster,miles_per_day,receipts_per_day,receipt_coverage
3,1061.15,388.5,693.36,1038.9284,-345.5684,5,353.7166666666667,129.5,1.7847104247104248
1,252.75,285.5,331.74,538.833,-207.09299999999996,5,252.75,285.5,1.1619614711033275
3,1020.39,250.62,779.08,967.9413999999999,-188.8613999999999,5,340.13,83.54,3.108610645598915
1,257.97,816.81,738.01,744.65285,-6.642849999999953,3,257.97,816.81,0.9035271360536723
3,1025.03,592.55,992.4,1100.97003,-108.57002999999997,5,341.6766666666667,197.51666666666665,1.6747953759176442
2,794.32,402.31,671.06,875.1614500000001,-204.1014500000001,5,397.16,201.155,1.6680172006661529
1,276.85,485.54,361.66,626.19692,-264.53691999999995,3,276.85,485.54,0.744861391440458
2,851.68,473.96,650.68,928.1859599999998,-277.50595999999985,5,425.84,236.98,1.3728584690691197
3,859.12,611.07,960.47,1034.06733,-73.59733000000006,5,286.37333333333333,203.69000000000003,1.5717839200091641
3,1317.07,476.87,787.42,1186.91443,-399.4944300000001,5,439.0233333333333,158.95666666666668,1.6512257009247802
1,388.1,827.37,741.46,806.73531,-65.27530999999999,3,388.1,827.37,0.8961649564282003
1,264.39,758.27,636.19,725.09535,-88.90535,3,264.39,758.27,0.8390019386234455
5,198.21,594.83,807.48,833.18155,-25.701549999999997,0,39.642,118.96600000000001,1.357497100011768
6,72.85,457.75,666.59,774.81935,-108.22934999999995,0,12.141666666666666,76.29166666666667,1.4562315674494812
8,297.64,481.09,835.08,984.1149099999999,-149.03490999999985,0,37.205,60.13625,1.7358082687231082
7,237.33,1262.27,1452.17,1206.35859,245.81141000000002,0,33.90428571428571,180.3242857142857,1.1504432490671568
5,195.73,1228.49,511.23,376.1685375,135.0614625,0,39.146,245.698,0.4161450235655154
8,276.28,1179.9,1522.6,1242.2325799999999,280.36742000000004,0,34.535,147.4875,1.2904483430799218
8,302.24,1046.04,1353.77,1202.54236,151.22764000000006,0,37.78,130.755,1.2941856907957632
8,266.87,252.08,880.41,882.68066,-2.2706600000000208,0,33.35875,31.51,3.4925817200888605
9,310.69,239.64,828.16,947.50986,-119.34986000000004,0,34.52111111111111,26.626666666666665,3.455850442330162
6,222.08,709.07,1031.34,937.63149,93.70850999999993,0,37.013333333333335,118.17833333333334,1.4544967351601392
8,264.94,720.67,1019.85,1061.28985,-41.439849999999865,0,33.1175,90.08375,1.4151414655806402
8,161.15,1230.37,1499.24,1210.2146099999998,289.02539000000024,0,20.14375,153.79625,1.2185277599421314
9,259.96,554.74,835.54,1045.56758,-210.02757999999994,0,28.88444444444444,61.63777777777778,1.5061830767566786
9,97.85,518.56,850.57,959.40958,-108.83957999999996,0,10.872222222222222,57.617777777777775,1.6402537796976244
9,194.34,1054.93,1374.9,1207.87383,167.0261700000001,0,21.593333333333334,117.21444444444445,1.3033092243087219
9,332.35,374.61,830.45,1008.86373,-178.41373,0,36.92777777777778,41.623333333333335,2.216838845732896
5,126.44,696.14,845.35,839.9738600000001,5.376139999999964,0,25.288,139.228,1.2143390697273537
5,66.13,848.03,1050.25,871.24947,179.00053000000003,0,13.225999999999999,169.606,1.2384585450986405
6,135.34,1144.13,1478.11,1065.57343,412.53657,0,22.55666666666667,190.68833333333336,1.2919073881464518
6,233.7,346.98,648.57,804.13354,-155.56354,0,38.949999999999996,57.830000000000005,1.8691855438353797
9,849.0,1007.41,1785.47,1481.6520299999997,303.8179700000003,2,94.33333333333333,111.93444444444444,1.772336982956294
6,806.0,1760.64,1718.76,1600.81112,117.94887999999992,2,134.33333333333334,293.44,0.9762131952017448
8,891.0,1194.36,2016.46,1521.9358799999998,494.52412000000027,2,111.375,149.295,1.6883184299541178
9,1182.0,1342.24,2164.15,1758.40992,405.74008000000003,2,131.33333333333334,149.13777777777779,1.6123420550721184
7,1010.0,1514.03,2063.98,1647.39349,416.5865100000001,2,144.28571428571428,216.29,1.3632358671888933
8,892.0,1768.53,1902.37,1742.28899,160.08100999999988,2,111.5,221.06625,1.0756786709866386
6,825.0,1692.73,1817.77,1583.2755900000002,234.4944099999998,2,137.5,282.12166666666667,1.0738688390942441
8,1118.0,1758.52,1852.47,1839.2511599999998,13.218840000000228,2,139.75,219.815,1.0534256078975501
8,1064.0,1756.52,1857.04,1814.40116,42.63884000000007,2,133.0,219.565,1.0572267893334548
6,811.0,1252.04,1771.8,1408.24732,363.55268,5,135.16666666666666,208.67333333333332,1.4151305070125555
7,889.0,1417.96,1826.08,1556.6326800000002,269.44731999999976,2,127.0,202.56571428571428,1.287821941380575
9,1012.0,1429.04,1880.76,1715.83432,164.92568000000006,2,112.44444444444444,158.78222222222223,1.3161003190953366
6,909.0,1332.18,1720.21,1482.64894,237.56106,5,151.5,222.03,1.291274452401327
9,1096.0,1690.22,1894.85,1853.3302600000002,41.51973999999973,2,121.77777777777777,187.8022222222222,1.1210670800250855
9,913.0,1021.29,1964.86,1515.51207,449.3479299999999,5,101.44444444444444,113.47666666666666,1.9239001654769947
6,1006.0,1219.71,1803.97,1482.83493,321.13507000000004,5,167.66666666666666,203.285,1.4790155036853023
6,907.0,1650.17,1737.86,1603.54711,134.31288999999992,2,151.16666666666666,275.02833333333336,1.0531399795172618
9,816.0,1171.81,1780.58,1529.89923,250.68076999999994,2,90.66666666666667,130.20111111111112,1.5195125489627157
7,1006.0,1181.33,2279.82,2654.3413,-374.5212999999999,5,143.71428571428572,168.76142857142855,1.9298756486333204
6,835.0,1404.28,1765.79,1477.25924,288.5307599999999,5,139.16666666666666,234.04666666666665,1.2574344147890735
12,528.0,2476.41,1662.88,2051.26303,-388.38302999999996,2,44.0,206.36749999999998,0.6714881622994577
4,69.0,2321.49,322.0,1386.8146699999998,-1064.8146699999998,3,17.25,580.3725,0.13870402198587978
11,1179.0,31.36,1550.55,1368.182,182.36799999999994,5,107.18181818181819,2.850909090909091,49.44355867346939
13,756.0,954.4,1793.07,1620.0711999999999,172.99880000000007,2,58.15384615384615,73.41538461538461,1.8787405699916178
1,123.0,2076.65,1171.68,1166.97495,4.705050000000028,1,123.0,2076.65,0.5642164062311896
3,1162.0,2152.66,1434.71,1759.5807799999998,-324.87077999999974,3,387.3333333333333,717.5533333333333,0.6664823985208997
1,822.0,2170.53,1374.91,1514.6849900000002,-139.77499000000012,1,822.0,2170.53,0.6334443661225599
11,558.0,1549.86,1823.47,1659.7243799999999,163.74562000000014,2,50.72727272727273,140.89636363636362,1.1765385260604184
2,753.0,1111.16,1353.87,1128.22228,225.64771999999994,3,376.5,555.58,1.2184293891068791
10,224.0,407.51,794.7,1023.19033,-228.49032999999997,0,22.4,40.751,1.9501361929768597
6,383.0,462.79,800.3,915.07657,-114.77656999999999,0,63.833333333333336,77.13166666666667,1.7292940642624082
8,1005.0,1391.37,1987.39,1648.2347099999997,339.1552900000004,2,125.625,173.92125,1.4283691613301999
10,1145.0,311.43,1366.61,1397.15769,-30.547690000000102,5,114.5,31.143,4.3881771184535845
5,1004.0,2367.63,1743.85,1871.5462900000002,-127.69629000000032,3,200.8,473.526,0.7365382259897028
5,873.0,1402.35,1676.79,1443.41805,233.37194999999997,5,174.6,280.46999999999997,1.195700074874318
2,165.0,1813.32,1273.45,1134.90156,138.54844000000003,3,82.5,906.66,0.7022753843778263
5,1076.0,190.33,879.65,1069.75239,-190.10239000000013,5,215.2,38.066,4.621709662165712
12,986.0,2390.92,1760.0,2222.78836,-462.78836,2,82.16666666666667,199.24333333333334,0.7361183142890603
7,948.0,657.17,1578.97,1291.5641099999998,287.4058900000002,5,135.42857142857142,93.88142857142857,2.402681193602873
3,429.0,2400.13,1411.95,1527.44379,-115.49378999999999,3,143.0,800.0433333333334,0.5882806347989484
4,362.0,646.43,788.53,875.9446899999999,-87.41468999999995,0,90.5,161.6075,1.2198227186238264
2,622.0,1871.56,1494.23,1361.02948,133.2005200000001,3,311.0,935.78,0.7983874414926586
1,140.0,255.99,150.34,243.3945267,-93.0545267,0,140.0,255.99,0.5872885659596078
8,123.0,612.55,851.24,956.5746499999998,-105.33464999999978,0,15.375,76.56875,1.3896661497020653
4,87.0,2463.92,1413.52,1449.39336,-35.87336000000005,3,21.75,615.98,0.5736874573849801
10,164.0,1144.9,1516.43,1278.8507,237.5793000000001,0,16.4,114.49000000000001,1.3245086907153463
1,989.0,2196.84,1439.17,1599.2437200000002,-160.0737200000001,1,989.0,2196.84,0.6551091567888422
4,470.0,1968.63,1501.1,1430.51529,70.58470999999986,3,117.5,492.1575,0.7625099688615941
1,37.0,1397.17,1092.94,868.3781100000001,224.56188999999995,3,37.0,1397.17,0.7822526965222557
8,488.0,439.7,1030.13,1053.1631,-23.033099999999877,0,61.0,54.9625,2.3428019103934505
12,757.0,897.4,1780.07,1548.6362,231.43380000000002,2,63.083333333333336,74.78333333333333,1.983585914865166
14,958.0,1727.76,2065.16,2056.4100799999997,8.749920000000202,2,68.42857142857143,123.41142857142857,1.1952817520951984
2,456.0,2390.7,1342.39,1485.8240999999998,-143.43409999999972,3,228.0,1195.35,0.5615049985359937
5,733.0,41.18,771.83,876.822,-104.99199999999996,5,146.6,8.236,18.742836328314716
5,291.0,1279.7,1477.12,1136.8711,340.2488999999998,0,58.2,255.94,1.1542705321559739
10,478.0,2091.79,1568.41,1781.55357,-213.14356999999995,2,47.8,209.179,0.749793239283102
8,817.0,1455.73,1847.26,1589.03659,258.22341000000006,2,102.125,181.96625,1.2689578424570491
6,1043.0,1404.35,1807.42,1570.0540500000002,237.36594999999988,5,173.83333333333334,234.0583333333333,1.2870153451774844
2,958.0,1855.58,1549.54,1504.76514,44.77485999999999,3,479.0,927.79,0.8350704361978465
9,524.0,474.75,935.4,1132.69325,-197.29325000000006,0,58.22222222222222,52.75,1.970300157977883
6,45.0,81.59,522.58,618.32897,-95.74896999999999,0,7.5,13.598333333333334,6.404951587204314
8,342.0,2259.06,1502.02,1684.86198,-182.84197999999992,2,42.75,282.3825,0.6648871654581995
12,379.0,1897.29,1682.98,1763.00607,-80.02606999999989,2,31.583333333333332,158.1075,0.8870441524490195
6,333.0,1254.68,1585.02,1196.07044,388.94956,0,55.5,209.11333333333334,1.2632862562565752
2,634.0,1739.81,1490.51,1315.92123,174.58877000000007,3,317.0,869.905,0.8567084911570804
5,285.0,974.73,1282.84,1017.3915900000001,265.44840999999985,0,57.0,194.946,1.3160977911831993
12,33.0,1249.13,1707.38,1360.44479,346.9352100000001,0,2.75,104.09416666666668,1.3668553313105922
9,118.0,1285.82,1539.77,1262.25706,277.51294000000007,0,13.11111111111111,142.86888888888888,1.1975004277426078
1,420.0,2273.6,1220.35,1374.8688,-154.51880000000006,1,420.0,2273.6,0.5367478888106967
11,312.0,2072.39,1586.22,1750.13737,-163.9173699999999,2,28.363636363636363,188.3990909090909,0.7654061252949493
10,753.0,2054.02,1779.08,1889.73766,-110.65766000000008,2,75.3,205.402,0.8661454124107847
5,125.0,96.38,570.99,609.62354,-38.63354000000004,0,25.0,19.276,5.924361900809297
6,597.0,888.84,1395.65,1173.69772,221.9522800000002,5,99.5,148.14000000000001,1.5701926105935826
12,1065.0,203.2,1408.25,1420.1255999999998,-11.87559999999985,5,88.75,16.933333333333334,6.930364173228347
1,214.0,540.03,402.81,619.03549,-216.22548999999998,3,214.0,540.03,0.7459030053885896
11,886.0,922.66,1852.24,1565.79478,286.44522000000006,2,80.54545454545455,83.87818181818182,2.007500054191143
10,621.0,978.73,1656.28,1419.0295899999999,237.2504100000001,2,62.1,97.873,1.6922746824967048
4,1000.0,2355.34,1699.56,1815.00522,-115.44522000000006,3,250.0,588.835,0.7215773518897484
13,534.0,1765.96,1881.36,1831.88668,49.47331999999983,2,41.07692307692308,135.84307692307692,1.0653468934743708
6,475.0,1800.71,1671.23,1468.53193,202.69806999999992,3,79.16666666666667,300.11833333333334,0.9280950291829334
11,623.0,2265.21,1739.18,1962.6934299999998,-223.51342999999974,2,56.63636363636363,205.92818181818183,0.7677787048441425
1,620.0,973.91,1112.02,966.28753,145.73247000000003,1,620.0,973.91,1.1418098181556817
13,1004.0,1757.75,1960.67,2038.3622499999997,-77.6922499999996,2,77.23076923076923,135.21153846153845,1.1154430379746836
8,962.0,1929.63,1897.19,1835.21029,61.97971000000007,2,120.25,241.20375,0.9831884869119987
14,516.0,1464.67,1842.1,1758.5146099999997,83.58539000000019,2,36.857142857142854,104.61928571428572,1.2576894454040841
11,685.0,2272.75,1873.94,1993.23325,-119.29324999999994,2,62.27272727272727,206.61363636363637,0.8245253547464526
3,307.0,266.21,540.97,655.74043,-114.77042999999992,0,102.33333333333333,88.73666666666666,2.032117501220841
3,375.0,1346.21,1339.93,1099.70843,240.22157000000016,3,125.0,448.7366666666667,0.9953350517378418
4,1124.0,2177.18,1567.43,1802.0739399999998,-234.6439399999997,3,281.0,544.295,0.7199358803589966
3,779.0,2110.9,1520.73,1572.7687,-52.03870000000006,3,259.6666666666667,703.6333333333333,0.7204178312568099
8,1173.0,671.25,1419.34,1447.35675,-28.016750000000002,5,146.625,83.90625,2.1144729981378023
14,47.0,1667.14,1745.18,1626.8866199999998,118.2933800000003,0,3.357142857142857,119.08142857142857,1.0468107057595644
3,981.0,2008.83,1539.47,1623.76789,-84.29789000000005,3,327.0,669.61,0.7663515578719952
5,516.0,1450.67,1547.5,1302.70261,244.79738999999995,3,103.2,290.134,1.0667484679492922
6,471.0,332.51,872.19,904.42733,-32.23732999999993,0,78.5,55.41833333333333,2.6230489308592224
2,941.0,1565.77,1432.79,1386.1859100000001,46.604089999999815,3,470.5,782.885,0.9150705403731072
10,377.0,301.96,837.36,1051.00268,-213.64268000000004,0,37.7,30.195999999999998,2.7730825274870847
7,273.0,285.83,793.58,848.29089,-54.71088999999995,0,39.0,40.832857142857144,2.7764055557499216
1,458.0,834.7,737.28,840.7181,-103.43810000000008,3,458.0,834.7,0.8832874086498143
11,772.0,932.31,1575.52,1518.6467300000002,56.87326999999982,2,70.18181818181819,84.75545454545454,1.6899100084735765
11,36.0,1541.47,1593.24,1423.69901,169.54098999999997,0,3.272727272727273,140.13363636363636,1.033584824874957
12,211.0,1048.29,1579.73,1362.9110699999999,216.81893000000014,0,17.583333333333332,87.3575,1.5069589521983422
7,987.0,2164.1,1839.67,1886.1122999999998,-46.442299999999705,2,141.0,309.15714285714284,0.8500854858832771
9,662.0,2275.59,1599.27,1883.96297,-284.69297000000006,2,73.55555555555556,252.84333333333336,0.7027935612302743
12,96.0,1164.37,1553.21,1356.07971,197.13029000000006,0,8.0,97.03083333333332,1.333948830698146
5,569.0,1856.7,1623.81,1481.8501,141.95989999999983,3,113.8,371.34000000000003,0.8745677815479075
12,128.0,477.17,874.99,1107.15411,-232.16410999999994,0,10.666666666666666,39.76416666666667,1.8337070645681832
4,886.0,2401.28,1698.0,1781.7562400000002,-83.75624000000016,3,221.5,600.32,0.7071228678038379
13,19.0,807.27,1331.53,1235.01841,96.51159000000007,0,1.4615384615384615,62.097692307692306,1.6494233651690264
8,275.0,2347.09,1454.47,1688.6954700000001,-234.2254700000001,2,34.375,293.38625,0.6196907660123813
9,963.0,588.5,1434.42,1372.0535,62.36650000000009,5,107.0,65.38888888888889,2.4374171622769754
14,1056.0,2489.69,1894.16,2391.93727,-497.7772699999998,2,75.42857142857143,177.835,0.760801545573947
5,728.0,423.16,947.72,1003.71828,-55.99828000000002,5,145.6,84.632,2.239625673504112
4,286.0,1063.49,418.17,350.6239345,67.5460655,0,71.5,265.8725,0.3932053898015026
11,332.0,1352.48,1663.39,1483.33184,180.05816000000004,0,30.181818181818183,122.95272727272727,1.229881403052171
12,49.0,1118.38,1494.81,1317.5035400000002,177.3064599999998,0,4.083333333333333,93.19833333333334,1.3365850605339864
2,18.0,2503.46,1206.95,1333.66318,-126.71317999999997,3,9.0,1251.73,0.4821127559457711
14,592.0,1268.36,1930.24,1717.2238799999998,213.01612000000023,2,42.285714285714285,90.59714285714286,1.5218392254564952
3,892.0,171.32,875.39,880.30756,-4.91755999999998,5,297.3333333333333,57.10666666666666,5.1096777959374275
11,741.0,1872.39,1847.08,1864.8713700000003,-17.79137000000037,2,67.36363636363636,170.21727272727273,0.9864825169969931
14,807.0,2358.41,1819.41,2230.6030299999998,-411.1930299999997,2,57.642857142857146,168.45785714285714,0.7714561929435511
5,873.0,1584.53,1796.7,1513.19299,283.50701000000004,3,174.6,316.906,1.133900904369119
3,1159.0,2209.44,1434.84,1779.98952,-345.14952000000017,3,386.3333333333333,736.48,0.6494134260265044
11,920.0,1338.65,1871.27,1740.28295,130.98704999999995,2,83.63636363636364,121.69545454545455,1.3978784596421767
1,388.0,390.7,332.06,639.4461,-307.3861,5,388.0,390.7,0.8499104171998977
9,576.0,1059.79,1547.5,1379.95557,167.54442999999992,0,64.0,117.75444444444445,1.4601949442814144
9,524.0,2367.12,1640.78,1857.47096,-216.69096000000013,2,58.22222222222222,263.0133333333333,0.6931545506776167
10,459.0,2183.11,1559.59,1808.0551300000002,-248.46513000000027,2,45.9,218.311,0.7143891054504811
4,725.0,588.9,1097.95,1015.8087,82.1413,5,181.25,147.225,1.8644082187128546
1,992.0,958.87,1222.41,1126.43921,95.97079000000008,1,992.0,958.87,1.2748443480346658
10,536.0,2194.42,1615.13,1846.7288600000002,-231.59886000000006,2,53.6,219.442,0.7360168062631584
11,1126.0,1593.03,2143.74,1929.5864900000001,214.15350999999964,2,102.36363636363636,144.82090909090908,1.345699704337018
10,314.0,1098.8,1539.1,1328.0944,211.00559999999996,0,31.4,109.88,1.4007098653076082
1,9.0,2246.28,1120.22,1181.09924,-60.87923999999998,1,9.0,2246.28,0.49870007300959807
11,706.0,1508.23,2030.59,1709.78809,320.8019099999999,2,64.18181818181819,137.1118181818182,1.3463397492424896
10,976.0,2166.02,1775.03,2032.09166,-257.0616600000001,2,97.6,216.602,0.8194892013924155
